Company Name,Location,"Employees
Affected","Layoff
Date"
"TOPA MANAGEMENT COMPANY - 
BIRCHCREST APTS",DOWNEY,4,12/31/13
"TOPA MANAGEMENT COMPANY-
AZUSA PARK",AZUSA,2,12/31/13
"TOPA MANAGEMENT COMPANY-CASA 
BELLA",COSTA MESA,2,12/31/13
"TOPA MANAGEMENT COMPANY-CASA 
PACIFICA",PORT HUENEME,2,12/31/13
"TOPA MANAGEMENT COMPANY-
COLLEGE PARK",LANCASTER,2,3/31/13
"TOPA MANAGEMENT COMPANY-
CONEJO FUTURE",THOUSAND OAKS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
CORPORATE STAFF",LOS ANGELES,10,12/31/13
"TOPA MANAGEMENT COMPANY-
COVINA MANOR",CHARTER OAKS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
FERNWOOD",LANCASTER,2,3/31/13
"TOPA MANAGEMENT COMPANY-
FOOTHILL VILLAS",SAN BERNARDINO,7,12/31/13
"TOPA MANAGEMENT COMPANY-
HARVARD MANOR",IRVINE,3,12/31/13
"TOPA MANAGEMENT COMPANY-
HAYWARD VILLA",HAYWARD,1,12/31/13
"TOPA MANAGEMENT COMPANY-
HOBART GARDENS",LOS ANGELES,3,12/31/13
"TOPA MANAGEMENT COMPANY-
SUNNYVIEW VILLA",PALM SPRINGS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
VERNER VILLA",PICO RIVERA,1,12/31/13
"TOPA MANAGEMENT COMPANY-
VILLAGE LA PAZ",LAGUNA NIGUEL,2,12/31/13
"TOPA MANAGEMNT COMPANY-
SUTTER VILLAGE",YUBA CITY,2,12/31/13
"TOSHIBA AMERICA INFORMATION 
SYSTEMS, INC",IRVINE,56,11/5/13
TOYS-R-US,ANAHEIM,30,1/26/13
"TRANSFIELD SERVICES MNGMNT 
(TESORO LA REFINERY)",CARSON,90,10/31/13
"TRANSFIELD SVCS-PHILLIPS 66 LA 
REFINERY-CARSON",CARSON,59,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66 LA 
REFINERY-WILMINGTON",WILMINGTON,31,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66 
REFINERY CARSON",CARSON,27,12/19/13
"TRANSFIELD SVCS-PHILLIPS 66 
REFINERY WILMINGTON",WILMINGTON,31,12/19/13
"TRANSFIELD SVCS-PHILLIPS 66 
RODEO REFINERY",RODEO,89,12/31/13
"TRANSFIELD SVCS-PHILLIPS 66 
SANTA MARIA REFINERY",ARROYO GRANDE,43,12/27/13
TRINITY SPORTS INC,VERNON,189,7/12/13
TRINITY SPORTS INC,VERNON,164,11/30/13
TRION WORLDS INC.,REDWOOD CITY,68,7/16/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",ATWATER,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",BEALE A F B,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",CAMP PENDLETON,11,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",CAMP PENDLETON,1,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",CHINA LAKE,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP","EDWARDS AIR 
FORCE BA",4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",EL SEGUNDO,5,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",FORT IRWIN,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",LEMOORE,6,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",MCCLELLAN AFB,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",MCKINLEYVILLE,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",MORENO VALLEY,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",MOUNTAIN VIEW,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",PETALUMA,2,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",PORT HUENEME,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,8,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,14,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SEASIDE,3,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",TRAVIS AFB,10,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP","TWENTY-NINE 
PALMS",4,2/15/13
"TRIWEST HEALTHCARE ALLIANCE 
CORP",VANDENBERG AFB,4,2/15/13
"U.S. BEST REPAIR SERVICE, INC",IRVINE,179,4/12/13
"U.S. SECURITY ASSOCIATES, INC",SAN DIEGO,53,11/15/13
UNION BANK,GOLETA,175,1/29/13
"UNION BANK, N.A.",SANTA BARBARA,72,4/30/13
UNITED SPIRAL PIPE LLC,PITTSBURG,89,8/16/13
"UNITED SPIRAL PIPE, LLC",PITTSBURG,104,1/1/13
"UNITED SPIRAL PIPE, LLC",PITTSBURG,60,5/1/13
US JOINER LLC,SAN DIEGO,37,6/1/13
USS POSCO INDUSTRIES,PITTSBURG,705,7/14/13
UTC AREOSPACE SYSTEMS,CHULA VISTA,30,1/16/13
"VALEANT PHARMACEUTICALS-OBAGI 
MEDICAL PRODUCTS INC",LONG BEACH,77,4/26/13
VALLEY CREST (ESTATE GARDENS),CALABASAS,69,9/1/13
"VEOLIA TRANSPORTATION SERVICES, 
INC",IRVINE,480,6/30/13
"VERIZON CORPORATE RESOURCES 
GROUP LLC",IRVINE,57,6/24/13
VERIZON WIRELESS,FOLSOM,132,8/31/13
"VIATRAN EXPRESS, INC.",FONTANA,87,8/3/13
VISTA HONDA,VENTURA,87,12/23/13
"VMWARE, INC",PALO ALTO,310,4/1/13
VOLCANO CORPORATION,RANCHO CORDOVA,39,9/2/13
"W.D.YOUNG & SONS, COCOPAH 
NURSERIES INC",THERMAL,115,5/10/13
"WAGGIN' TRAIN, LLC DISTRIBUTION
(NESTLE PURINA)",CORONA,14,1/31/13
"WALLY'S WINE & SPIRITS (MEL-JEN 
INC)",LOS ANGELES,63,5/12/13
WALT DISNEY PICTURES,BURBANK,114,6/9/13
WALT DISNEY PICTURES,BURBANK,1,7/26/13
WALT DISNEY PICTURES,BURBANK,6,9/27/13
WELLS FARGO,COSTA MESA,120,10/20/13
WELLS FARGO,COSTA MESA,1,12/15/13
WELLS FARGO,SAN BERNARDINO,64,10/20/13
WELLS FARGO,SAN BERNARDINO,9,11/16/13
WELLS FARGO,SAN BERNARDINO,21,12/15/13
WELLS FARGO,SAN DIEGO,64,10/20/13
WELLS FARGO,SAN DIEGO,2,11/16/13
WELLS FARGO,SAN DIEGO,24,12/15/13
WELLS FARGO,SANTA ANA,217,10/20/13
WELLS FARGO,SANTA ANA,1,12/15/13
"WHOLE FOODS-MRS. GOOCH'S 
NATURAL FOODS MARKET",VERNON,150,4/18/13
WINDSOR FOODS,RIVERSIDE,239,1/18/13
"WOLFGANG PUCK CATERING & 
EVENTS, LLC",LOS ANGELES,170,7/13/13
"WOODWARD, INC",PACOIMA,14,3/29/13
XEROX BUSINESS SERVICES,BAKERSFIELD,150,7/19/13
XEROX BUSINESS SERVICES,BAKERSFIELD,69,8/30/13
"XEROX BUSINESS SERVICES-
ORANGE COUNTY DATA CENTER",SANTA ANA,84,6/19/13
"XEROX CORPORATION-ROS 
MANUFACTURING OPERATIONS",EL SEGUNDO,47,12/20/13
XEROX RANCH,OXNARD,172,5/14/13
XYRATEX INTERNATIONAL INC,WEST SACRAMENTO,17,11/22/13
"XYRATEX INTERNATIONAL, INC",WEST SACRAMENTO,58,8/15/13
"XYRATEX INTERNATIONAL, INC",WEST SACRAMENTO,6,9/27/13
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,31,5/3/13
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,32,5/3/13
YP WESTERN DIRECTORY LLC,SAN FRANCISCO,52,2/28/13
"YP WESTERN DIRECTORY LLC & YP 
WESTERN HOLDINGS LLC",ANAHEIM,111,3/13/13
YP WESTERN HOLDINGS LLC,ANAHEIM,60,6/7/13
YP WESTERN HOLDINGS LLC,ANAHEIM,6,6/28/13
YRC FREIGHT - BELL FACILITY,LOS ANGELES,288,5/12/13
"YUSEN LOGISTICS (AMERICAS) INC 
(MIRA LOMA WRHSE)",MIRA LOMA,27,1/31/13
ZACKY FARMS,CORCORAN,6,1/31/13
ZACKY FARMS,DENAIR,3,1/31/13
ZACKY FARMS,FRESNO,6,1/31/13
ZACKY FARMS,GUSTINE,3,1/31/13
ZACKY FARMS,KERMAN,4,1/31/13
ZACKY FARMS,ORANGE COVE,6,1/31/13
ZACKY FARMS,PIXLEY,2,1/31/13
ZACKY FARMS,PIXLEY,3,1/31/13
ZACKY FARMS,PIXLEY,2,1/31/13
ZACKY FARMS LLC,APPLE VALLEY,1,1/31/13
ZACKY FARMS LLC,APPLE VALLEY,2,1/31/13
ZACKY FARMS LLC,ATWATER,2,1/31/13
ZACKY FARMS LLC,CARUTHERS,1,1/31/13
ZACKY FARMS LLC,CARUTHERS,3,1/31/13
ZACKY FARMS LLC,CITY OF INDUSTRY,19,1/31/13
ZACKY FARMS LLC,CORCORAN,6,1/31/13
ZACKY FARMS LLC,CORCORAN,10,1/31/13
ZACKY FARMS LLC,FRESNO,16,1/31/13
ZACKY FARMS LLC,FRESNO,46,1/31/13
ZACKY FARMS LLC,FRESNO,448,1/31/13
ZACKY FARMS LLC,HELENDALE,1,1/31/13
ZACKY FARMS LLC,KERMAN,3,1/31/13
ZACKY FARMS LLC,KERMAN,18,1/31/13
ZACKY FARMS LLC,KERMAN,1,1/31/13
ZACKY FARMS LLC,KERMAN,3,1/31/13
ZACKY FARMS LLC,LATON,1,1/31/13
ZACKY FARMS LLC,LATON,2,1/31/13
ZACKY FARMS LLC,LEMOORE,2,1/31/13
ZACKY FARMS LLC,LEMOORE,4,1/31/13
ZACKY FARMS LLC,LEMOORE,2,1/31/13
ZACKY FARMS LLC,NEWMAN,5,1/31/13
ZACKY FARMS LLC,OAKDALE,1,1/31/13
ZACKY FARMS LLC,ORANGE COVE,5,1/31/13
ZACKY FARMS LLC,ORANGE COVE,2,1/31/13
ZACKY FARMS LLC,REEDLEY,6,1/31/13
ZACKY FARMS LLC,REEDLEY,4,1/31/13
ZACKY FARMS LLC,REEDLEY,5,1/31/13
ZACKY FARMS LLC,RIVERDALE,3,1/31/13
ZACKY FARMS LLC,SAN JOAQUIN,4,1/31/13
ZACKY FARMS LLC,SAN JOAQUIN,3,1/31/13
ZACKY FARMS LLC,STOCKTON,216,1/31/13
ZYNGA INC.,CARLSBAD,3,6/3/13
ZYNGA INC.,LOS ANGELES,50,6/3/13
ZYNGA INC.,MOUNTAIN VIEW,4,6/3/13
ZYNGA INC.,SAN FRANCISCO,218,6/3/13
"ADVANCED MICRO DEVICES, INC.",SUNNYVALE,82,1/3/12
AERO-ELECTRIC INC,TORRANCE,23,11/23/12
"AERO-ELECTRIC, INC.",TORRANCE,72,3/19/12
AEROSPACE CORPORATION,EL SEGUNDO,239,5/31/12
AEROSPACE CORPORATION,VANDENBERG AFB,1,5/31/12
"AFFYMETRIX, INC",SANTA CLARA,69,1/8/12
ALBERSTONS STORE NO: 6366,GLENDALE,54,11/4/12
ALBERSTONS STORE NO: 6545,NORCO,55,11/4/12
"ALBERTSON'S, INC.",FULLERTON,3,1/9/12
"ALBERTSON'S, INC.",LA HABRA,2,1/9/12
"ALBERTSON'S, INC.",MURRIETA,5,1/9/12
"ALBERTSON'S, INC.",PALMDALE,3,1/9/12
"ALBERTSON'S, INC.","RANCHO 
CUCAMONGA",5,1/9/12
"ALBERTSON'S, INC.",RIDGECREST,6,1/9/12
"ALBERTSON'S, INC.",TEHACHAPI,6,1/9/12
ALBERTSONS STORE NO: 6134,GARDEN GROVE,61,11/4/12
ALBERTSONS STORE NO: 6389,VAN NUYS,69,11/4/12
ALBERTSONS STORE NO: 6530,VICTORVILLE,62,11/4/12
ALBERTSONS STORE NO: 6535,MORENO VALLEY,57,11/4/12
ALBERTSONS STORE NO: 6537,ROWLAND HEIGHTS,61,11/4/12
ALBERTSONS STORE NO: 6548,ONTARIO,52,11/4/12
ALBERTSONS STORE NO: 6588,WALNUT,55,11/4/12
ALBERTSONS STORE NO: 6597,COVINA,61,11/4/12
ALBERTSONS STORE NO:6576,RIVERSIDE,59,11/4/12
ALBERTSONS STORE NO:6580,HACIENDA HEIGHTS,57,11/4/12
ALEXZA PHARMACEUTICALS,MOUNTAIN VIEW,27,2/17/12
ALVIN SOUZA DAIRY,TULARE,190,5/2/12
AMERICAN AIRLINES,COSTA MESA,43,11/16/12
AMERICAN AIRLINES,LOS ANGELES,1,8/24/12
AMERICAN AIRLINES,LOS ANGELES,14,9/21/12
AMERICAN AIRLINES,LOS ANGELES,706,11/16/12
AMERICAN AIRLINES,ONTARIO,2,11/16/12
AMERICAN AIRLINES,SAN DIEGO,80,11/16/12
AMERICAN AIRLINES,SAN FRANCISCO,8,9/21/12
AMERICAN AIRLINES,SAN FRANCISCO,224,11/16/12
AMERICAN AIRLINES,SAN JOSE,42,11/16/12
AMERICAN EAGLE (LAX),LOS ANGELES,269,11/15/12
"AMERICAN MEDICAL RESPONSE 
WEST",CONCORD,139,4/1/12
"AMERICAN MEDICAL RESPONSE 
WEST",SACRAMENTO,10,4/1/12
"AMERICAN MEDICAL RESPONSE 
WEST",SAN JOSE,189,4/1/12
"AMERICAN MEDICAL RESPONSE 
WEST",SAN RAFAEL,55,4/1/12
AMERICAN STORES COMPANY LLC,SAN DIEGO,61,6/26/12
"AMERON INTERNATIONAL WIND 
TOWERS DIVISION",FONTANA,180,11/24/12
"AMONIX, INC.",SEAL BEACH,76,6/30/12
"AMPCO SYSTEMS PARKING/PPM,LLC
(OAKLAND AIRPORT PKG)",OAKLAND AIRPORT,56,12/1/12
"AMTRAK/PENINSULA CORRIDOR 
JOINT POWERS BOARD (JPB)",MENLO PARK,58,5/25/12
"AMTRAK/PENINSULA CORRIDOR 
JOINT POWERS BOARD (JPB)",SAN FRANCISCO,80,5/25/12
"AMTRAK/PENINSULA CORRIDOR 
JOINT POWERS BOARD (JPB)",SAN JOSE,266,5/25/12
AMYLIN PHARMACEUTICALS LLC,SAN DIEGO,67,1/18/12
AMYLIN PHARMACEUTICALS LLC,SAN DIEGO,51,12/13/12
APPLIED MATERIALS,SANTA CLARA,2,5/20/12
APPLIED MATERIALS,SANTA CLARA,1,5/20/12
APPLIED MATERIALS,SANTA CLARA,3,5/20/12
"APPLIED MATERIALS, INC",SANTA CLARA,2,2/4/12
"APPLIED MATERIALS, INC",SANTA CLARA,6,11/26/12
"APPLIED MATERIALS, INC.",SANTA CLARA,10,2/4/12
"APPLIED MATERIALS, INC.",SANTA CLARA,21,4/15/12
"APPLIED MATERIALS, INC.",SANTA CLARA,8,4/15/12
"APPLIED MATERIALS, INC.",SANTA CLARA,29,7/23/12
"APPLIED MATERIALS, INC.",SANTA CLARA,9,8/30/12
"APPLIED MATERIALS, INC.",SANTA CLARA,11,9/16/12
"APPLIED MATERIALS, INC.",SANTA CLARA,11,11/4/12
"APPLIED MATERIALS, INC.",SUNNYVALE,3,2/4/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,4/15/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,7/23/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,8/30/12
"APPLIED MATERIALS, INC.",SUNNYVALE,6,9/16/12
AREVA SOLAR INC.,MOUNTAIN VIEW,1,8/4/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",HOLLYWOOD,27,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",HOLLYWOOD,45,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",HOLLYWOOD,1,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",LOS ANGELES,1,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",LOS ANGELES,6,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",LOS ANGELES,2,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",PANORAMA CITY,3,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN 
CALIFORNIA (ALSC)",SAN FERNANDO,1,8/17/12
AURORA BANK,LAKE FOREST,5,7/7/12
"AURORA LOAN SERVICES, AURORA 
BANK FSB, CA",LAKE FOREST,103,5/25/12
"AUTODESK, INC",SAN RAFAEL,70,11/5/12
BAE SYSTEMS,SAN FRANCISCO,101,2/1/12
BAE SYSTEMS,SAN FRANCISCO,126,5/30/12
BAE SYSTEMS,SAN FRANCISCO,152,7/23/12
BAE SYSTEMS,SAN FRANCISCO,3,8/20/12
BAE SYSTEMS,SAN FRANCISCO,138,9/7/12
BAE SYSTEMS,SAN FRANCISCO,95,9/16/12
BAE SYSTEMS,SAN FRANCISCO,126,11/1/12
BAE SYSTEMS,SAN FRANCISCO,183,12/19/12
"BAE SYSTEMS INFORMATION 
SOLUTIONS, INC.",SAN DIEGO,77,9/10/12
BALLY TOTAL FITNESS,NORWALK,71,4/23/12
BANDAI NAMCO GAMES AMERICA INC.,SAN JOSE,37,3/6/12
BANDAI NAMCO GAMES AMERICA INC.,SAN JOSE,8,3/30/12
BANK OF AMERICA,ANAHEIM,77,9/28/12
BANK OF AMERICA,LOS ANGELES,60,3/31/12
BANK OF AMERICA,LOS ANGELES,100,5/31/12
"BANK OF AMERICA (CUSTOMER 
SERVICE CONTACT CENTER)",CONCORD,450,5/20/12
BANK OF AMERICA (GLENDALE),GLENDALE,281,12/31/12
"BECHTEL POWER CORP (IVANPAH 
SOLAR ENERGY PROJECT)",NIPTON,172,2/17/12
BEL AIR #508,ELK GROVE,63,9/30/12
BEL AIR MARKETS #526,WOODLAND,89,10/19/12
BERKELEY PATIENTS GROUP BPG,BERKELEY,69,5/25/12
BEST BUY,LOS ANGELES,64,6/15/12
BEST BUY,MANTECA,61,6/15/12
BEST BUY,MORENO VALLEY,50,6/15/12
BEST BUY,ONTARIO,78,6/15/12
BEST BUY,PALO ALTO,61,6/15/12
BEST BUY,PITTSBURG,59,6/15/12
BEST BUY,TUSTIN,79,6/15/12
"BIGPOINT, INC",SAN FRANCISCO,47,12/22/12
"BIMBO BAKERIES (EARTHGRAINS 
BAKING COMPANIES)",STOCKTON,125,12/29/12
"BIMBO BAKERIES USA,INC 
(MONTEBELLO,CA BAKERY)",MONTEBELLO,121,12/31/12
"BLACKROCK, INC.",SAN FRANCISCO,60,1/30/12
"BLIZZARD ENTERTAINMENT, INC.",IRVINE,45,4/28/12
"BLIZZARD ENTERTAINMENT, INC.",IRVINE,155,4/28/12
BLOOMFIELD BAKERS,LOS ALAMITOS,456,2/29/12
BLUE COAT SYSTEMS INC,SUNNYVALE,81,2/15/12
BOEING (ANAHEIM RIF),ANAHEIM,4,11/16/12
BOEING (EL SEGUNDO RIF),EL SEGUNDO,18,11/16/12
BOEING (HUNTINGTON BEACH RIF),HUNTINGTON BEACH,31,11/16/12
BOEING (LONG BEACH RIF),LONG BEACH,101,11/16/12
BOEING COMPANY,ANAHEIM,16,4/20/12
BOEING COMPANY,ANAHEIM,4,9/21/12
BOEING COMPANY,"EDWARDS AIR 
FORCE BA",1,4/20/12
BOEING COMPANY,HUNTINGTON BEACH,36,4/20/12
BOEING COMPANY,HUNTINGTON BEACH,27,9/21/12
BOEING COMPANY,LONG BEACH,71,4/20/12
BOEING COMPANY,LONG BEACH,59,9/21/12
BOEING COMPANY,SEAL BEACH,2,9/21/12
"BORAL ROOFING, LLC",IONE,40,12/1/12
BT AMERICA'S INC.,EL SEGUNDO,60,9/10/12
"BUONGIORNO U.S., INC.",LOS GATOS,23,4/30/12
CAL VALLEY EQUIPMENT,BAKERSFIELD,22,1/5/12
CALISOLAR INC.,SUNNYVALE,35,2/9/12
CALISOLAR INC.,SUNNYVALE,1,2/15/12
CALLAWAY GOLF COMPANY,CARLSBAD,10,1/29/12
CALLAWAY GOLF COMPANY,CARLSBAD,117,9/8/12
CAPITAL NURSERY CO.,CITRUS HEIGHTS,25,12/6/12
CAPITAL NURSERY CO.,ELK GROVE,35,12/6/12
CAPITAL ONE SERVICES,SALINAS,869,9/1/12
CAPITOL ONE (ING DIRECT),LOS ANGELES,235,7/6/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP, INC.",BRENTWOOD,11,7/31/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP, INC.",CASTRO VALLEY,10,7/31/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP, INC.",NEVADA CITY,1,7/31/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP, INC.",OAKLAND,27,7/31/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP, INC.",SAN RAMON,12,7/31/12
"CARDIOVASCULAR CONSULTANTS 
MEDICAL GROUP,INC.",WALNUT CREEK,33,7/31/12
"CAREWISE HEALTH (LANDACORP 
DIVISION OF SHPS)",CHICO,88,12/31/12
"CAREY LIMOUSINE S.F., INC","SOUTH SAN 
FRANCISCO",54,11/16/12
"CARRIAGE INN AT RIDGECREST 
HOTEL, ATLAS HOTELS INC",RIDGECREST,62,4/9/12
"CATERPILLAR LOGISTICS INC 
(HAYWARD RDC)",HAYWARD,10,12/14/12
CBNB/MAGELLAN LLC,SANTA BARBARA,6,10/5/12
"CBNB/MAGELLAN, LLC",CARPINTERIA,23,12/31/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,127,3/9/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,59,8/7/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,55,8/14/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,4,8/24/12
CERTIFIED AD SERVICES,FRESNO,86,4/28/12
"CIGNA, CT GENERAL LIFE INSURANCE 
COMPANY",SAN FRANCISCO,75,1/4/12
"CINDERBITER STOP MOTION 
(SHADEMAKER PRODUCTIONS)",SAN FRANCISCO,190,10/13/12
CISCO SYSTEMS INC.,SAN JOSE,291,9/21/12
CITYGRID MEDIA,WEST HOLLYWOOD,80,12/9/12
"CLIPPER WINDPOWER, LLC",CARPINTERIA,68,1/31/12
"CODEXIS, INC",REDWOOD CITY,133,10/30/12
COMCAST,LIVERMORE,435,11/30/12
COMCAST,MORGAN HILL,220,11/30/12
COMCAST,SACRAMENTO,410,11/30/12
COMCAST CAMPUS,LIVERMORE,105,7/27/12
COMCAST MORGAN HILL CTR,MORGAN HILL,119,9/15/12
COMERICA BANK,REDONDO BEACH,74,6/15/12
CONMED LINVATEC CORP.,GOLETA,41,1/30/12
CONMED LINVATEC CORP.,GOLETA,12,10/11/12
"CONSUMER RESOURCE NETWORK 
LLC",INGLEWOOD,258,5/4/12
"CONTINENTAL COMMERCIAL 
PRODUCTS, LLC",NORWALK,47,9/22/12
CONTINENTAL MARITIME,SAN DIEGO,80,5/4/12
CONTINENTAL MARITIME,SAN DIEGO,38,6/1/12
"COOPER LIGHTING, LLC",VAN NUYS,67,2/3/12
"CORELOGIC, INC.",SANTA ANA,5,1/16/12
"CORELOGIC, INC.",SANTA ANA,3,2/6/12
"CORELOGIC, INC.",SANTA ANA,2,2/7/12
"CORELOGIC, INC.",SANTA ANA,2,4/10/12
"CORELOGIC, INC.",SANTA ANA,2,5/14/12
CORELOGICS,SANTA ANA,59,1/2/12
CORELOGICS,SANTA ANA,3,1/9/12
CORIX UTILITIES (US) INC,GARDEN GROVE,33,12/20/12
CORIX UTILITIES (US) INC,VISALIA,2,1/31/12
CORIX UTILITIES (US) INC,VISALIA,45,12/20/12
CORIX UTILITIES (US)INC,ONTARIO,1,12/20/12
"CRAFTWORKS-GORDON BIERSCH 
RESTAURANT & BREWERY",SAN FRANCISCO,92,5/9/12
"CRICKET COMMUNICATIONS, INC",FRESNO,1,12/9/12
"CRICKET COMMUNICATIONS, INC",LOS ANGELES,15,12/9/12
"CRICKET COMMUNICATIONS, INC",SAN DIEGO,49,12/9/12
CROTHALL HEALTHCARE,TARZANA,76,9/21/12
CSC APPLIED TECHN0LOGY DIVISION,"EDWARDS AIR 
FORCE BA",5,5/31/12
"CURESEARCH FOR CHILDREN'S 
CANCER",ARCADIA,85,10/31/12
CVS PHARMACY STORE #3023,OAKLAND,67,3/10/12
"CVS/PHARMACY DIST CTR/LONGS 
DRUG STORE CALIFORNIA",PATTERSON,103,8/14/12
CYBERDEFENDER,LOS ANGELES,307,6/1/12
D&W FINE PACK,FOWLER,16,8/24/12
"DAWN FOOD PRODUCTS, INC.",MODESTO,265,3/10/12
DEL MONTE FOODS,KINGSBURG,1089,9/1/12
DELUXE LABORATORIES,LOS ANGELES,55,12/21/12
"DESERT CARDIOLOGY 
CONSULTANTS' MEDICAL GROUP, 
INC.",RANCHO MIRAGE,84,7/31/12
"DESTINATION LA JOLLA HOTEL, INC. 
ESTANCIA LA JOLLA",LA JOLLA,295,1/21/12
"DISNEY CONSUMER PRODUCTS, INC.",GLENDALE,64,4/30/12
DISNEY INTERACTIVE,NORTH HOLLYWOOD,99,11/5/12
"DIVERSIFIED MAILING, INC DBA 
WORLD MRKTING, INC",LA MIRADA,78,11/26/12
DURHAM SCHOOL SERVICES,VAN NUYS,69,8/31/12
"EBAY INC.(SAN JOSE NORTH 
FACILITY)",SAN JOSE,140,11/16/12
"EBAY, INC.",SAN JOSE,115,5/12/12
"EHARMONY, INC",SANTA MONICA,39,10/22/12
EL TORITO GRILL,NEWPORT BEACH,63,7/31/12
"ELAN PHARMACEUTICALS, INC","SOUTH SAN 
FRANCISCO",202,11/20/12
ESTERLINE,BREA,69,8/27/12
EXAR CORPORATION,FREMONT,59,5/27/12
EXELIS INC.,THOUSAND OAKS,147,3/30/12
"EXTREME LEARNING, INC.",MORGAN HILL,14,6/30/12
"FENCEWORKS, INC.",OCEANSIDE,129,6/5/12
FIRESIDE BANK,PLEASANTON,91,4/30/12
FIRESIDE BANK,PLEASANTON,30,5/31/12
FIRESIDE BANK,PLEASANTON,30,6/29/12
"FIRST AMERICAN HOME BUYERS 
PROTECTION CORPORATION",VAN NUYS,62,11/9/12
FIRST SOLAR,SANTA CLARA,63,2/11/12
FIRST STUDENT,STOCKTON,55,6/1/12
FLEET CARD FUELS,BAKERSFIELD,112,1/5/12
"FOREVER 21 LOGISTICS, LLC",LOS ANGELES,78,7/27/12
"FOREVER 21 LOGISTICS, LLC",VERNON,214,7/27/12
"FREEDOM COMMUNICATIONS, INC.",IRVINE,33,8/16/12
"FREEDOM COMMUNICATIONS, INC.",SANTA ANA,33,8/16/12
GARDA CASH LOGISTICS,PASADENA,38,2/15/12
GARDEN CITY CASINO,SAN JOSE,418,3/26/12
GEN-PROBE,SAN DIEGO,75,10/1/12
GENERAL DYNAMICS LAND SYSTEMS,CAMP PENDLETON,2,10/21/12
"GENERAL DYNAMICS LAND SYSTEMS-
AMPHIBIOUS SYSTEMS",CAMP PENDLETON,13,4/12/12
GENERAL VINEYARD SERVICES,GONZALES,86,6/4/12
GERON CORPORATION,MENLO PARK,5,3/31/12
GERON CORPORATION,MENLO PARK,8,6/30/12
